year_n,year_mean,year_median,year_sd,year_min,year_max,price_n,price_mean,price_median,price_sd,price_min,price_max,mileage_n,mileage_mean,mileage_median,mileage_sd,mileage_min,mileage_max,tax_n,tax_mean,tax_median,tax_sd,tax_min,tax_max,mpg_n,mpg_mean,mpg_median,mpg_sd,mpg_min,mpg_max,engineSize_n,engineSize_mean,engineSize_median,engineSize_sd,engineSize_min,engineSize_max
10001,2017.116488351165,2017,2.173782212432812,1996,2020,10001,21461.303469653034,19999,8365.118666940534,1200,47250,10001,24190.91510848915,19064,21598.44792976321,1,87000,10001,131.06189381061893,145,61.00403485650046,0,580,10001,57.25990400959904,53.3,31.729948473812325,5.5,470.8,10001,2.1250974902509747,2,0.5195633291473721,0,4.4
